split,hybrid_dsc,classical_dsc,delta,hybrid_hd95,classical_hd95
overall,0.6426488757133484,0.6450344920158386,-0.0023856163024902344,11.447860717773438,12.42240047454834
small,0.270344078540802,0.2736970782279968,-0.0033529996871948242,20.058557510375977,21.315147399902344
mid,0.7088654637336731,0.7106069922447205,-0.0017415285110473633,10.40254020690918,11.446917533874512
large,0.8826341032981873,0.8853394389152527,-0.0027053356170654297,8.340742111206055,8.901220321655273
